Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/ccg/02P/measures/?tags=lowpriority,20180918,23,1,00:01:02,0,0.00%,0.00%,$10.00
/ccg/99Q/measures/?tags=lowpriority,20180926,22,4,00:03:30,1,0.00%,4.55%,$5.00
/ccg/99P/measures/?tags=lowpriority,20180926,18,3,00:00:43,0,0.00%,0.00%,$6.67
/ccg/04Q/lpzomnibus/,20181003,16,2,00:01:12,0,0.00%,0.00%,$0.00
/ccg/10V/measures/?tags=lowpriority,20181005,16,1,00:00:31,0,0.00%,0.00%,$10.00
/ccg/99N/measures/?tags=lowpriority,20181011,13,1,00:00:35,0,0.00%,0.00%,$0.00
/ccg/10K/lpzomnibus/,20181005,12,3,00:00:31,0,0.00%,0.00%,$3.33
/ccg/10K/measures/?tags=lowpriority,20181005,12,2,00:00:47,0,0.00%,8.33%,$0.00
/ccg/05G/measures/?tags=lowpriority,20180815,9,1,00:00:33,0,0.00%,0.00%,$0.00
/ccg/12F/measures/?tags=lowpriority,20181009,9,3,00:02:24,0,0.00%,0.00%,$10.00
/ccg/99P/measures/#lpzomnibus,20180926,8,5,00:05:19,2,50.00%,25.00%,$0.00
/ccg/03L/measures/?tags=lowpriority,20181018,7,1,00:00:28,0,0.00%,0.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180917,7,5,00:05:10,5,60.00%,71.43%,$0.00
/ccg/04E/measures/?tags=lowpriority,20180826,7,1,00:00:30,0,0.00%,0.00%,$0.00
/ccg/10V/lplutein/,20181017,7,1,00:00:16,0,0.00%,0.00%,$0.00
/ccg/10V/lpzomnibus/,20181005,7,1,00:01:47,0,0.00%,0.00%,$0.00
/ccg/12F/measures/?tags=lowpriority,20181011,7,3,00:03:56,3,0.00%,0.00%,$10.00
/ccg/04D/measures/?tags=lowpriority,20180830,6,4,00:11:20,4,75.00%,66.67%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180913,6,3,00:23:54,3,66.67%,50.00%,$3.33
/ccg/08E/measures/?tags=lowpriority,20181015,6,1,00:00:39,0,0.00%,0.00%,$0.00
/ccg/99P/measures/?tags=lowpriority,20180807,6,1,00:00:57,0,0.00%,0.00%,$0.00
/ccg/99Q/measures/?tags=lowpriority,20180910,6,2,00:08:16,1,0.00%,16.67%,$5.00
/ccg/01X/measures/?tags=lowpriority,20181013,5,1,00:00:50,0,0.00%,20.00%,$10.00
/ccg/03L/lprubefacients/,20181018,5,1,00:00:23,0,0.00%,0.00%,$0.00
/ccg/03T/measures/?tags=lowpriority,20181005,5,1,00:03:07,0,0.00%,0.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180911,5,5,00:00:00,5,100.00%,100.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180914,5,4,00:13:20,4,75.00%,80.00%,$0.00
/ccg/05W/measures/?tags=lowpriority,20180822,5,1,00:00:48,0,0.00%,0.00%,$0.00
/ccg/06H/measures/?tags=lowpriority,20181004,5,3,00:08:41,0,0.00%,40.00%,$3.33
/ccg/08E/lpzomnibus/,20181015,5,1,00:00:36,0,0.00%,0.00%,$0.00
/ccg/08R/lpzomnibus/,20180924,5,1,00:00:12,0,0.00%,0.00%,$10.00
/ccg/09C/measures/?tags=lowpriority,20180822,5,3,00:00:19,1,100.00%,40.00%,$3.33
/ccg/11M/lpliothyronine/,20181004,5,3,00:02:49,0,0.00%,20.00%,$3.33
/ccg/11M/measures/#lpzomnibus,20181018,5,2,00:01:35,2,0.00%,20.00%,$10.00
/ccg/12F/measures/?tags=lowpriority,20181003,5,3,00:02:00,0,0.00%,20.00%,$0.00
/ccg/12F/measures/?tags=lowpriority,20181004,5,3,00:01:59,0,0.00%,0.00%,$10.00
/ccg/99A/measures/?tags=lowpriority,20180815,5,4,00:04:21,0,0.00%,40.00%,$7.50
/ccg/99K/lpliothyronine/,20181004,5,5,00:07:59,2,100.00%,80.00%,$2.00
/ccg/99P/?tags=lowpriority,20180926,5,3,00:00:07,1,0.00%,0.00%,$3.33
/ccg/99P/lpoxycodone/,20180927,5,2,00:09:30,1,0.00%,20.00%,$5.00
/ccg/99P/measures/?tags=lowpriority,20180927,5,3,00:06:54,1,0.00%,0.00%,$6.67
/ccg/99Q/measures/?tags=lowpriority,20181015,5,2,00:00:47,0,0.00%,20.00%,$0.00
/measure/lpcoprox/ccg/99Q/,20180926,5,2,00:00:11,0,0.00%,20.00%,$5.00
/measure/lpliothyronine/ccg/09J/,20180807,5,2,00:03:33,1,100.00%,40.00%,$5.00
/ccg/03L/lpcoprox/,20181019,4,3,00:00:26,1,100.00%,25.00%,$3.33
/ccg/04D/measures/?tags=lowpriority,20180824,4,3,00:20:20,3,66.67%,75.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180828,4,3,00:19:15,3,66.67%,75.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180918,4,3,00:05:37,3,66.67%,75.00%,$0.00
/ccg/04Q/measures/?tags=lowpriority,20181003,4,2,00:01:00,0,0.00%,0.00%,$5.00
/ccg/05W/lptrimipramine/,20180815,4,1,00:00:29,0,0.00%,0.00%,$5.00
/ccg/06K/measures/?tags=lowpriority,20181005,4,1,00:00:48,0,0.00%,25.00%,$10.00
/ccg/06M/measures/?tags=lowpriority,20181004,4,2,00:00:32,0,0.00%,0.00%,$5.00
/ccg/08G/measures/#lpzomnibus,20180809,4,1,00:02:08,0,0.00%,25.00%,$0.00
/ccg/10V/measures/?tags=lowpriority,20181017,4,1,00:00:45,0,0.00%,25.00%,$10.00
/ccg/11A/measures/?tags=lowpriority,20181003,4,2,00:04:04,1,0.00%,50.00%,$5.00
/ccg/11E/measures/?tags=lowpriority,20181011,4,1,00:00:58,0,0.00%,0.00%,$10.00
/ccg/11N/measures/?tags=lowpriority,20180920,4,1,00:00:37,0,0.00%,25.00%,$0.00
/ccg/11N/measures/?tags=lowpriority,20181003,4,3,00:02:25,0,0.00%,50.00%,$6.67
/ccg/11X/lpzomnibus/,20181007,4,1,00:00:26,0,0.00%,25.00%,$0.00
/ccg/12F/measures/?tags=lowpriority,20181008,4,3,00:00:30,0,0.00%,0.00%,$6.67
/ccg/99A/lptadalafil/,20181009,4,1,00:00:52,0,0.00%,0.00%,$10.00
/ccg/99A/lpzomnibus/,20180829,4,1,00:00:24,0,0.00%,0.00%,$0.00
/ccg/99P/measures/?tags=lowpriority,20181007,4,1,00:01:36,0,0.00%,0.00%,$0.00
/ccg/99Q/?tags=lowpriority,20180926,4,3,00:00:54,0,0.00%,0.00%,$6.67
/measure/lpoxycodone/ccg/99P/,20180926,4,2,00:01:10,0,0.00%,0.00%,$0.00
/ccg/00R/lpzomnibus/,20181016,3,1,00:00:24,1,0.00%,0.00%,$10.00
/ccg/02T/lplutein/,20180810,3,1,00:02:07,0,0.00%,0.00%,$0.00
/ccg/03L/measures/?tags=lowpriority,20181019,3,2,00:00:12,0,0.00%,0.00%,$5.00
/ccg/03N/measures/?tags=lowpriority,20181019,3,1,00:00:41,0,0.00%,0.00%,$10.00
/ccg/04D/measures/?tags=lowpriority,20180823,3,2,00:18:38,1,0.00%,66.67%,$0.00
/ccg/04D/measures/?tags=lowpriority,20180829,3,3,00:00:00,3,100.00%,100.00%,$0.00
/ccg/04G/lpliothyronine/,20181004,3,2,00:00:47,0,0.00%,66.67%,$5.00
/ccg/04J/lpliothyronine/,20181004,3,2,00:00:22,0,0.00%,0.00%,$10.00
/ccg/04R/lpliothyronine/,20181004,3,3,00:01:48,0,0.00%,33.33%,$6.67
/ccg/05L/measures/?tags=lowpriority,20181015,3,2,00:00:59,0,0.00%,33.33%,$5.00
/ccg/05W/lpzomnibus/,20180822,3,1,00:00:31,0,0.00%,0.00%,$10.00
/ccg/05W/measures/?tags=lowpriority,20180815,3,2,00:01:50,0,0.00%,0.00%,$7.50
/ccg/05W/measures/?tags=lowpriority,20180925,3,1,00:01:08,0,0.00%,0.00%,$0.00
/ccg/06H/lpzomnibus/,20180822,3,1,00:00:49,0,0.00%,0.00%,$10.00
/ccg/06H/measures/?tags=lowpriority,20180912,3,2,00:00:31,0,0.00%,0.00%,$2.50
/ccg/06H/measures/?tags=lowpriority,20181005,3,2,00:00:33,2,50.00%,66.67%,$0.00
/ccg/06L/lpzomnibus/,20181005,3,1,00:00:15,0,0.00%,0.00%,$20.00
/ccg/06M/lpzomnibus/,20181004,3,2,00:00:16,1,0.00%,0.00%,$5.00
/ccg/06T/measures/?tags=lowpriority,20180817,3,3,00:00:46,1,100.00%,66.67%,$6.67
/ccg/06V/lpzomnibus/,20181004,3,1,00:02:49,0,0.00%,0.00%,$0.00
/ccg/06V/measures/?tags=lowpriority,20181004,3,1,00:01:14,0,0.00%,0.00%,$0.00
/ccg/07K/measures/?tags=lowpriority,20180912,3,1,00:00:18,0,0.00%,0.00%,$10.00
/ccg/07R/measures/?tags=lowpriority,20180925,3,1,00:02:42,0,0.00%,33.33%,$0.00
/ccg/07V/lpzomnibus/,20180913,3,1,00:00:47,0,0.00%,33.33%,$10.00
/ccg/07V/measures/?tags=lowpriority,20180822,3,1,00:01:05,0,0.00%,0.00%,$10.00
/ccg/07X/measures/?tags=lowpriority,20180921,3,1,00:00:14,0,0.00%,0.00%,$10.00
/ccg/08G/measures/?tags=lowpriority,20180919,3,3,00:00:44,3,66.67%,66.67%,$0.00
/ccg/08H/lpzomnibus/,20180908,3,1,00:00:57,0,0.00%,0.00%,$10.00
/ccg/08H/measures/?tags=lowpriority,20180908,3,1,00:00:25,0,0.00%,0.00%,$0.00
/ccg/08R/lpzomnibus/,20180921,3,1,00:00:25,0,0.00%,0.00%,$0.00
/ccg/09A/lplidocaine/,20180806,3,3,00:02:27,1,0.00%,33.33%,$3.33
/ccg/09G/measures/?tags=lowpriority,20180925,3,1,00:06:03,0,0.00%,0.00%,$0.00
/ccg/09L/measures/#lpzomnibus,20180806,3,1,00:00:20,0,0.00%,0.00%,$0.00
/ccg/10V/lptrimipramine/,20181005,3,1,00:00:33,0,0.00%,33.33%,$0.00
/ccg/10X/measures/?tags=lowpriority,20181003,3,1,00:01:41,0,0.00%,0.00%,$10.00
/ccg/11M/measures/?tags=lowpriority,20181004,3,1,00:01:17,0,0.00%,0.00%,$10.00
/ccg/11M/measures/?tags=lowpriority,20181018,3,3,00:11:57,0,0.00%,0.00%,$13.33
/ccg/11X/lpzomnibus/,20180906,3,1,00:00:11,0,0.00%,0.00%,$0.00
/ccg/11X/measures/?tags=lowpriority,20180807,3,1,00:00:39,0,0.00%,0.00%,$0.00
/ccg/11X/measures/?tags=lowpriority,20180906,3,1,00:01:10,0,0.00%,0.00%,$0.00
/ccg/12F/measures/?tags=lowpriority,20181010,3,2,00:00:32,0,0.00%,0.00%,$10.00
/ccg/13T/measures/?tags=lowpriority,20180921,3,1,00:00:37,0,0.00%,0.00%,$0.00
/ccg/13T/measures/?tags=lowpriority,20180928,3,1,00:00:16,0,0.00%,0.00%,$0.00
/ccg/14Y/lpzomnibus/,20180927,3,3,00:01:55,2,50.00%,66.67%,$3.33
/ccg/15C/measures/#lpzomnibus,20180830,3,1,00:01:47,1,0.00%,0.00%,$10.00
/ccg/15F/lpzomnibus/,20181009,3,1,00:00:04,0,0.00%,0.00%,$10.00
/ccg/99N/lpliothyronine/,20181005,3,2,00:02:45,0,0.00%,0.00%,$10.00
/ccg/99N/lpzomnibus/,20181004,3,1,00:01:23,0,0.00%,0.00%,$25.00
/ccg/99N/lpzomnibus/,20181011,3,1,00:01:50,0,0.00%,0.00%,$0.00
/ccg/99P/lpzomnibus/,20180926,3,3,00:00:46,0,0.00%,33.33%,$0.00
/ccg/99P/measures/?tags=lowpriority,20180921,3,2,00:07:31,0,0.00%,33.33%,$10.00
/ccg/99P/measures/?tags=lowpriority,20180924,3,1,00:00:55,1,0.00%,33.33%,$10.00
/ccg/99P/measures/?tags=lowpriority,20181015,3,2,00:01:55,0,0.00%,0.00%,$0.00
/ccg/99P/measures/#lpzomnibus,20180912,3,2,00:10:16,1,0.00%,33.33%,$5.00
/ccg/99Q/measures/#lpzomnibus,20180926,3,3,00:00:11,1,0.00%,0.00%,$3.33
/measure/lpcoprox/ccg/02P/,20180918,3,1,00:00:34,0,0.00%,33.33%,$0.00
/measure/lpcoprox/ccg/05G/?tags=cost,20180815,3,1,00:00:14,0,0.00%,0.00%,$0.00
/measure/lpfentanylir/ccg/04M/,20181003,3,2,00:02:35,0,0.00%,33.33%,$0.00
/measure/lpfentanylir/ccg/99Q/,20180926,3,1,00:00:34,0,0.00%,0.00%,$0.00
/measure/lplidocaine/ccg/99P/,20180926,3,2,00:01:20,0,0.00%,0.00%,$0.00
/measure/lplidocaine/ccg/99Q/,20180926,3,2,00:00:29,0,0.00%,0.00%,$0.00
/measure/lpoxycodone/ccg/99Q/,20180926,3,2,00:03:26,0,0.00%,0.00%,$0.00
/ccg/00C/?tags=lowpriority,20180831,2,1,00:00:11,0,0.00%,0.00%,$10.00
/ccg/00D/measures/?tags=lowpriority,20181005,2,1,00:01:36,0,0.00%,0.00%,$10.00
/ccg/00J/measures/?tags=lowpriority,20180814,2,1,00:00:50,0,0.00%,0.00%,$10.00
/ccg/00L/measures/?tags=lowpriority,20180924,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/00Q/measures/?tags=lowpriority,20180917,2,2,00:05:44,1,100.00%,50.00%,$5.00
/ccg/00R/measures/?tags=lowpriority,20180907,2,1,00:00:40,0,0.00%,0.00%,$0.00
/ccg/00R/measures/?tags=lowpriority,20181020,2,1,00:00:09,0,0.00%,0.00%,$10.00
/ccg/00R/measures/?tags=lowpriority,20181024,2,1,00:00:14,0,0.00%,0.00%,$10.00
/ccg/00X/lpzomnibus/,20181019,2,1,00:00:27,0,0.00%,0.00%,$0.00
/ccg/00X/measures/?tags=lowpriority,20181021,2,1,00:00:47,0,0.00%,0.00%,$10.00
/ccg/01C/lpliothyronine/,20181004,2,1,00:00:10,0,0.00%,0.00%,$0.00
/ccg/01C/measures/?tags=lowpriority,20181023,2,1,00:00:08,0,0.00%,0.00%,$0.00
/ccg/01D/lphomeopathy/,20180912,2,1,00:00:08,0,0.00%,0.00%,$0.00
/ccg/01G/lpdoxazosin/,20181013,2,1,00:00:28,0,0.00%,0.00%,$10.00
/ccg/01G/lpzomnibus/,20181009,2,2,00:00:11,0,0.00%,0.00%,$10.00
/ccg/01H/measures/?tags=lowpriority,20181004,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/01H/measures/?tags=lowpriority,20181005,2,2,00:00:00,2,100.00%,100.00%,$0.00
/ccg/01H/measures/?tags=lowpriority,20181013,2,1,00:01:12,0,0.00%,0.00%,$0.00
/ccg/01X/lpdosulepin/,20181013,2,1,00:00:17,0,0.00%,0.00%,$0.00
/ccg/01X/lpzomnibus/,20180925,2,1,00:00:14,0,0.00%,0.00%,$0.00
/ccg/01X/measures/?tags=lowpriority,20180823,2,1,00:00:17,0,0.00%,0.00%,$0.00
/ccg/02F/measures/?tags=lowpriority,20180927,2,1,00:00:22,0,0.00%,0.00%,$0.00
/ccg/02M/lpzomnibus/,20181019,2,1,00:00:51,0,0.00%,0.00%,$0.00
/ccg/02M/measures/?tags=lowpriority,20181019,2,1,00:01:00,0,0.00%,50.00%,$0.00
/ccg/02N/measures/?tags=lowpriority,20180903,2,1,00:01:05,0,0.00%,0.00%,$0.00
/ccg/02N/measures/?tags=lowpriority,20180927,2,1,00:00:14,0,0.00%,0.00%,$10.00
/ccg/02N/measures/?tags=lowpriority,20181008,2,1,00:07:04,0,0.00%,0.00%,$0.00
/ccg/02P/lpcoprox/,20180918,2,1,00:00:27,0,0.00%,0.00%,$0.00
/ccg/02P/measures/?tags=lowpriority,20180911,2,1,00:04:13,0,0.00%,0.00%,$0.00
/ccg/02T/lpzomnibus/,20180810,2,2,00:00:05,0,0.00%,0.00%,$0.00
/ccg/02T/measures/?tags=lowpriority,20180810,2,1,00:00:30,0,0.00%,0.00%,$0.00
/ccg/02T/measures/?tags=lowpriority,20181018,2,1,00:01:18,0,0.00%,0.00%,$10.00
/ccg/02T/measures/#lpzomnibus,20181018,2,1,00:01:06,1,0.00%,50.00%,$10.00
/ccg/02X/lpoxycodone/,20181011,2,1,00:00:44,0,0.00%,0.00%,$0.00
/ccg/02Y/lpliothyronine/,20181004,2,2,00:01:00,0,0.00%,0.00%,$10.00
/ccg/03A/measures/?tags=lowpriority,20180925,2,1,00:00:30,0,0.00%,50.00%,$0.00
/ccg/03D/lpzomnibus/,20180905,2,1,00:02:46,0,0.00%,0.00%,$0.00
/ccg/03E/lpliothyronine/,20180809,2,2,00:14:46,0,0.00%,0.00%,$0.00
/ccg/03E/lpzomnibus/,20181003,2,1,00:00:06,0,0.00%,0.00%,$0.00
/ccg/03E/measures/?tags=lowpriority,20180809,2,2,00:00:57,0,0.00%,0.00%,$0.00
/ccg/03J/lptrimipramine/,20180820,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/03J/measures/?tags=lowpriority,20180820,2,1,00:02:52,0,0.00%,0.00%,$10.00
/ccg/03L/lpdoxazosin/,20181019,2,1,00:00:16,0,0.00%,0.00%,$0.00
/ccg/03L/lpglucosamine/,20181018,2,1,00:00:28,0,0.00%,0.00%,$0.00
/ccg/03L/lprubefacients/,20181023,2,1,00:00:22,0,0.00%,0.00%,$0.00
/ccg/03L/measures/?tags=lowpriority,20180813,2,1,00:15:26,0,0.00%,0.00%,$10.00
/ccg/03L/measures/?tags=lowpriority,20180814,2,1,00:00:35,0,0.00%,0.00%,$15.00
/ccg/03L/measures/?tags=lowpriority,20181002,2,2,00:01:46,0,0.00%,0.00%,$15.00
/ccg/03L/measures/?tags=lowpriority,20181004,2,1,00:03:34,0,0.00%,0.00%,$10.00
/ccg/03L/measures/?tags=lowpriority,20181017,2,2,00:06:59,0,0.00%,0.00%,$20.00
/ccg/03L/measures/?tags=lowpriority,20181023,2,1,00:00:52,0,0.00%,0.00%,$10.00
/ccg/03N/lpzomnibus/,20181023,2,1,00:00:23,0,0.00%,0.00%,$0.00
/ccg/03N/measures/?tags=lowpriority,20180831,2,1,00:00:13,0,0.00%,0.00%,$0.00
/ccg/03Q/measures/?tags=lowpriority,20181005,2,2,00:01:26,0,0.00%,0.00%,$15.00
/ccg/03T/lptadalafil/,20180921,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/03T/measures/?tags=lowpriority,20181011,2,1,00:14:23,0,0.00%,50.00%,$0.00
/ccg/03V/lpzomnibus/,20181024,2,1,00:00:19,0,0.00%,0.00%,$10.00
/ccg/03W/lpzomnibus/,20181010,2,1,00:00:37,0,0.00%,0.00%,$0.00
/ccg/03W/measures/?tags=lowpriority,20180815,2,2,00:00:13,0,0.00%,0.00%,$0.00
/ccg/03W/measures/?tags=lowpriority,20181010,2,1,00:00:51,0,0.00%,0.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20181004,2,1,00:01:57,0,0.00%,0.00%,$0.00
/ccg/04E/?tags=lowpriority,20180911,2,1,00:00:10,0,0.00%,50.00%,$0.00
/ccg/04E/lpcoprox/,20180910,2,1,00:00:28,0,0.00%,0.00%,$0.00
/ccg/04G/measures/?tags=lowpriority,20180813,2,1,00:00:45,0,0.00%,50.00%,$10.00
/ccg/04K/lpzomnibus/,20181004,2,1,00:00:48,0,0.00%,0.00%,$0.00
/ccg/04K/lpzomnibus/,20181010,2,1,00:00:18,0,0.00%,0.00%,$10.00
/ccg/04K/measures/?tags=lowpriority,20180816,2,1,00:00:18,0,0.00%,0.00%,$10.00
/ccg/04K/measures/?tags=lowpriority,20181010,2,1,00:01:50,0,0.00%,0.00%,$0.00
/ccg/04K/measures/?tags=lowpriority,20181019,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/04M/lpzomnibus/,20181014,2,1,00:00:53,0,0.00%,0.00%,$10.00
/ccg/05A/measures/?tags=lowpriority,20180917,2,1,00:00:45,0,0.00%,0.00%,$10.00
/ccg/05G/lpcoprox/,20180815,2,1,00:00:24,0,0.00%,0.00%,$0.00
/ccg/05G/lptrimipramine/,20180815,2,1,00:00:15,0,0.00%,0.00%,$10.00
/ccg/05G/lpzomnibus/,20180815,2,1,00:00:21,0,0.00%,0.00%,$0.00
/ccg/05G/measures/?tags=lowpriority,20180910,2,1,00:00:34,0,0.00%,0.00%,$0.00
/ccg/05R/lpzomnibus/,20180910,2,1,00:00:09,0,0.00%,0.00%,$10.00
/ccg/05T/lpzomnibus/,20181015,2,1,00:00:37,0,0.00%,0.00%,$10.00
/ccg/05T/measures/?tags=lowpriority,20181022,2,1,00:00:08,0,0.00%,0.00%,$0.00
/ccg/05V/lpliothyronine/,20181004,2,1,00:01:22,0,0.00%,0.00%,$10.00
/ccg/05W/lptrimipramine/,20180822,2,1,00:00:14,0,0.00%,0.00%,$0.00
/ccg/05Y/lprubefacients/,20180911,2,1,00:00:14,0,0.00%,0.00%,$0.00
/ccg/05Y/measures/?tags=lowpriority,20180911,2,1,00:00:17,0,0.00%,0.00%,$0.00
/ccg/06F/lpzomnibus/,20180828,2,1,00:00:07,0,0.00%,50.00%,$0.00
/ccg/06F/lpzomnibus/,20180919,2,1,00:00:54,0,0.00%,0.00%,$0.00
/ccg/06F/measures/?tags=lowpriority,20180828,2,2,00:01:16,0,0.00%,0.00%,$5.00
/ccg/06H/lpliothyronine/,20180912,2,1,00:01:05,0,0.00%,0.00%,$5.00
/ccg/06H/measures/?tags=lowpriority,20180831,2,1,00:00:13,0,0.00%,0.00%,$5.00
/ccg/06H/measures/?tags=lowpriority,20180919,2,1,00:00:28,0,0.00%,0.00%,$10.00
/ccg/06H/measures/?tags=lowpriority,20181008,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/06K/measures/?tags=lowpriority,20181010,2,2,00:01:16,0,0.00%,0.00%,$5.00
/ccg/06M/measures/?tags=lowpriority,20180822,2,2,00:01:24,1,0.00%,50.00%,$5.00
/ccg/06M/measures/?tags=lowpriority,20181003,2,1,00:00:13,0,0.00%,0.00%,$10.00
/ccg/06N/lpzomnibus/,20180823,2,1,00:02:34,0,0.00%,0.00%,$0.00
/ccg/06N/measures/?tags=lowpriority,20180818,2,1,00:01:52,0,0.00%,0.00%,$10.00
/ccg/06N/measures/?tags=lowpriority,20180906,2,1,00:01:14,0,0.00%,0.00%,$0.00
/ccg/06N/measures/?tags=lowpriority,20180918,2,2,00:02:25,0,0.00%,0.00%,$5.00
/ccg/06P/lpzomnibus/,20180912,2,1,00:00:28,0,0.00%,0.00%,$10.00
/ccg/06Q/lptadalafil/,20180829,2,2,00:01:39,0,0.00%,0.00%,$0.00
/ccg/06Q/measures/?tags=lowpriority,20180829,2,2,00:02:15,0,0.00%,0.00%,$10.00
/ccg/06T/lptravelvacs/,20181023,2,1,00:00:25,0,0.00%,0.00%,$10.00
/ccg/07L/measures/?tags=lowpriority,20180924,2,1,00:00:07,0,0.00%,0.00%,$0.00
/ccg/07P/measures/?tags=lowpriority,20180928,2,1,00:00:27,0,0.00%,0.00%,$0.00
/ccg/07R/measures/?tags=lowpriority,20181024,2,2,00:00:29,0,0.00%,0.00%,$15.00
/ccg/07V/lpzomnibus/,20180822,2,1,00:00:47,0,0.00%,0.00%,$20.00
/ccg/07X/lpcoprox/,20180930,2,1,00:01:38,0,0.00%,0.00%,$10.00
/ccg/07X/lpomega3/,20180906,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/07X/measures/?tags=lowpriority,20180906,2,2,00:00:15,0,0.00%,0.00%,$5.00
/ccg/07Y/lpzomnibus/,20181004,2,1,00:03:08,0,0.00%,0.00%,$10.00
/ccg/08C/measures/?tags=lowpriority,20180816,2,2,00:01:05,0,0.00%,0.00%,$5.00
